exato,match,sku,titulo,departamento,categoria,preco,preco_oferta,meta_fabricante,cor,meta_tamanho,mpn,gtin,meta_peso,meta_volume,meta_genero,match_match,match_sku,match_titulo,match_departamento,match_categoria,match_preco,match_preco_oferta,match_meta_fabricante,match_cor,match_meta_tamanho,match_mpn,match_gtin,match_meta_peso,match_meta_volume,match_meta_genero
N,27903,004-0593-240,"Tênis Nike Zoom Vomero+ 8 - Cor: Cinza+Azul",Running,"Tênis Performance",0,0,,Roxo/Cinza,,,,0,0,,27905,803830US,"Tênis Nike Zoom Vomero+ 8 - Masculino - Cor: Verde Cla/Azul",Calcados,"Running Performance",379.9,360.91,Nike,"VERDE CLA/AZUL",,,,0,0,M
S,29133,025-4210-024,"Tênis Puma Evospeed F1 Lo Ferrari Infantil - Cor: Branco+Vermelho",Infantil,Tênis,0,0,,Branco/Vermelho,,,,0,0,,29133,79730049,"Tênis Puma Evospeed F1 LO SF - Infantil - Cor: Branco/Vermelho",Calcados,Casual,0,0,Puma,Branco/Vermelho,,,,0,0,
N,28106,004-8275-338-01,"Testeira Nike Swoosh Headband - Cor: Rosa",Running,Acessórios,29.9,29.9,,"ROSA CLA/BRANCO",,,,0,0,,63048,794386Q5,"Testeira Nike Swoosh Headband - Cor: ROSA/VERDE",Acessorios,Tennis,29.9,28.41,Nike,ROSA/VERDE,,,,0,0,
S,27908,123-2452-014,"Top Nike Curto Ipanema - Cor: Branco","Fitness e Musculação",Tops,49.9,49.9,,Prata+Azul,,,,0,0,,27908,78700801,"Top Nike Ipanema 542452 - Feminino - Cor: BRANCO",Vestuario,Training,0,0,Nike,Prata+Azul,,,,0,0,F
S,31349,004-2278-862-01,"Bolsa Nike Bucket Sling - Cor: Salmão","Fitness e Musculação",Bolsas,78.9,78.9,Nike,Rosa,,,,0,0,,31349,810257EZ,"Bolsa Nike Bucket Sling - Feminina - Cor: Rosa",Acessorios,Training,179.9,170.91,Nike,Rosa,,,,0,0,F
S,28388,004-2278-008-01,"Bolsa Nike Bucket Sling - Cor: Azul Royal","Fitness e Musculação",Bolsas,78.9,78.9,Nike,Azul,,,,0,0,,28388,81025704,"Bolsa Nike Bucket Sling - Feminina - Cor: Azul",Acessorios,Training,179.9,170.91,Nike,Azul,,,,0,0,F
S,32066,032-3238-006,"Calção Penalty Matís - Cor: Preto",Futebol,Uniformes,29.9,29.9,Penalty,Chumbo+Amarelo,,,,0,0,,32066,80166402,"Calção Penalty Matis 323238 - Masculino - Cor: PRETO",Vestuario,Futebol,29.9,28.41,Penalty,Chumbo+Amarelo,,,,0,0,M
S,28378,004-2190-046-05,"Bola Nike Brasil Prestige Campo",Futebol,BOLAS,0,0,Nike,Amarelo/Verde,,,,0,0,,28378,801084RQ,"Bola de Futebol de Campo Nike Brasil Prestige - Cor: Amarelo/Verde",Acessorios,Futebol,99.9,94.91,Nike,Amarelo/Verde,,,,0,0,
N,43026,167-0533-006-01,"Aparador de Chute Reto Punch","Artes Marciais","Equipamentos de Treino",0,0,Punch,Chumbo+Amarelo,,,,0,0,,34267,75668519,"Aparador de Chute Punch Profissional - Cor: PRETO/VERMELHO",Acessorios,"Artes Marciais",299.9,284.91,Punch,Preto/Vermelho,,,,0,0,
S,43067,526-5971-060-01,"Bola de Ginástica Bioshape c/ DVD para Exercícios - 75 cm","Fitness e Musculação","Bolas de Ginástica",0,0,0,Verde,,95748,7898941292133,0,0,,43067,80954107,"Bola de Ginástica Bioshape Suíça Pilates 75 cm Com DVD - Cor: Verde",Acessorios,Training,109.9,104.41,0,Verde,,95748,7898941292133,0,0,
S,43097,342-0002-008-01,"Cadeirinha Kalf Kid Bike - Traseira - Cor: Azul",Bike,Cadeirinhas,0,0,Kalf,Azul,,,,0,0,,43097,72721704,"Cadeirinha Kalf Kid Traseira 402 - Cor: AZUL",Acessorios,Bike,109.9,104.41,Kalf,Azul,,,,0,0,
S,43109,073-0561-114,"Camisa Adidas Palmeiras II 13/14 s/nº - Cor: Branco+Verde",Futebol,"Camisas de Time",0,0,,Branco/Verde,,,,0,0,,43109,80517642,"Camisa Adidas Palmeiras II - 2013 - s/nº - Masculina - Cor: Branco/Verde",Vestuario,Futebol,0,0,,Branco/Verde,,,,0,0,M
N,43140,034-0043-036,"Camiseta Kappa Syllaw - Cor: Marinho+Branco",Futebol,Camisetas,59.9,59.9,,"Azul Esc/Branco",,,,0,0,,32819,8035716P,"Camiseta Kappa Syllaw - Masculina - Cor: Laranja/Branco",Vestuario,Futebol,59.9,56.91,Kappa,Laranja/Branco,,,,0,0,M
N,43203,287-7305-130-01,"Esteira Kiko's 7305 - 110v","Fitness e Musculação",Esteiras,0,0,,Preto/Cinza,,,,0,0,,40548,78479800,"Esteira Kikos KC2102 110V - Cor: NAO SE APLICA",Equipamentos,Training,0,0,,"Nao Se Aplica",,,,0,0,
S,43209,285-0017-014,"Kimono Keiko Summer - Cor: Branco","Artes Marciais",KIMONOS,269.9,269.9,Keiko,Prata+Azul,,,,0,0,,43209,73358501,"Kimono Keiko Summer - Cor: BRANCO",Vestuario,"Artes Marciais",269.9,256.41,Keiko,Prata+Azul,,,,0,0,
S,43210,285-0017-008,"Kimono Keiko Summer - Cor: Azul","Artes Marciais",KIMONOS,269.9,269.9,Keiko,Azul,,,,0,0,,43210,73358404,"Kimono Keiko Summer Color - Cor: AZUL",Vestuario,"Artes Marciais",269.9,256.41,Keiko,Azul,,,,0,0,
S,43211,285-0017-006,"Kimono Keiko Summer - Cor: Preto","Artes Marciais",KIMONOS,269.9,269.9,Keiko,Chumbo+Amarelo,,,,0,0,,43211,73358402,"Kimono Keiko Summer Color - Cor: PRETO",Vestuario,"Artes Marciais",269.9,256.41,Keiko,Chumbo+Amarelo,,,,0,0,
S,43227,190-0074-006-01,"Luva de Boxe Pretorian 18 oz - Cor: Preto","Artes Marciais",LUVAS,0,0,,Preto/Branco,,,,0,0,,43227,78228931,"Luvas de Boxe Pretorian Training 18 Oz - Cor: PRETO/BRANCO",Acessorios,"Artes Marciais",0,0,,Preto/Branco,,,,0,0,
S,43230,167-0140-120-01,"Luva de Boxe Punch em Couro Sintético 14 oz - Cor: Dourado","Artes Marciais",LUVAS,0,0,Punch,Ouro,,,,0,0,,43230,74403524,"Luvas de Boxe Punch 14 Oz Profissional - Adulto - Cor: Ouro",Acessorios,"Artes Marciais",139.9,132.91,Punch,Ouro,,,,0,0,
S,43259,010-1432-008-01,"Monitor Cardíaco Polar - FT1 - Cor: Azul Petróleo",Running,Monitores,279.9,279.9,Polar,Azul,,,,0,0,,43259,76528205,"Monitor Cardíaco Polar FT1 - Cor: AZUL ESCURO","Instrumento precisao","Running Performance",279.9,265.91,Polar,Azul,,,,0,0,
N,43260,010-1432-006-01,"Monitor Cardíaco Polar - FT1 - Cor: Chumbo",Running,Monitores,279.9,279.9,Polar,Preto,,,,0,0,,43259,76528205,"Monitor Cardíaco Polar FT1 - Cor: AZUL ESCURO","Instrumento precisao","Running Performance",279.9,265.91,Polar,Azul,,,,0,0,
S,43299,167-0106-016-01,"Saco de Pancadas Punch 60 cm Infantil",Infantil,"Equipamentos de Treino",79.9,79.9,Punch,"Nao Se Aplica",,,,0,0,,43299,51211700,"Saco de Pancada Punch 60 cm - Cor: NAO SE APLICA",Equipamentos,"Artes Marciais",79.9,75.91,Punch,"Nao Se Aplica",,,,0,0,
S,43311,281-5610-064-01,"Suporte p/ Bicicleta Thule OutRide 561 - Cor: Prata",Bike,"Racks e Suportes",0,0,0,Prata,,,,0,0,,43311,74930025,"Suporte para Bike Thule Outride 561 - Cor: Prata",Equipamentos,Bike,764.99,726.74,0,Prata,,,,0,0,
N,28420,132-2050-002,"Camisa Adidas Milan Home 13/14 s/nº Infantil - Cor: Preto+Vermelho",Infantil,"Camisas de Futebol",129.9,129.9,Adidas,Preto/Vermelho,,,,0,0,,31685,81793419,"Camisa Adidas Flamengo – III – s/nº – 2013/2014 – Masculina - Cor: Preto/Vermelho",Vestuario,Futebol,149.9,142.41,Adidas,Preto/Vermelho,,,,0,0,M
N,43051,124-9011-146-26,"Bicicleta Caloi 300 Sport - Aro 26",Bike,Bicicletas,764.15,764.15,,Preto/Rosa,,,,0,0,,40458,79436702,"Bicicleta Caloi SK Sport - Aro 26 - 2012 - Cor: Preto",Equipamentos,Bike,1099.9,1044.91,0,Chumbo+Amarelo,,,,0,0,
S,40484,004-2452-006,"Camisa Nike Manchester City Away 13/14 s/nº Infantil - Cor: Preto",Infantil,"Camisas de Futebol",0,0,,"Preto/Cinza Esc",,,,0,0,,40484,8102355G,"Camisa Nike Manchester City Boys Ss Away – Infantil - Cor: Preto/Cinza Esc",Vestuario,Futebol,0,0,,"Preto/Cinza Esc",,,,0,0,
S,44415,168-1010-006-01,"RIPP ABS 120 Cáps - Probiótica",Suplementos,Termogênicos,74.9,74.9,Probiótica,"Nao Se Aplica",,,,0,0,,44415,78297400,"Ripp Abs - 120 Cápsulas - Probiótica - Cor: NAO SE APLICA",Alimento,"Suplemento Alimentar",0,0,,"Nao Se Aplica",,,,0,0,
N,27529,025-1458-499,"Tênis Puma Wheel Vulc - Cor: Creme+Branco",Casual,Tênis,159.9,159.9,Puma,"Marrom Claro",,,,0,0,,30779,812883VI,"Tênis Puma Wheel Vulc – Masculino - Cor: Verde Esc/Branco",Calcados,Casual,159.9,151.91,Puma,"Verde Esc/Branco",,,,0,0,M
S,27955,025-2700-026,"Chuteira Puma Universal IT - Cor: Preto+Branco",Futebol,Chuteiras,0,0,Puma,Preto/Branco,,,,0,0,,27955,80386931,"Chuteira de futsal Puma Universal IT - Cor: PRETO/BRANCO",Calcados,Futebol,129.9,123.41,Puma,Preto/Branco,,,,0,0,
N,29748,004-1556-016,"Jaqueta Nike Internacional Authentic N98 - Cor: Vermelho",Futebol,"Jaquetas e Casacos",269.9,269.9,Nike,Vermelho/Branco,,,,0,0,,29749,80152119,"Jaqueta Nike Internacional Authentic - Masculina - Cor: PRETO/VERMELHO",Vestuario,Futebol,149.9,142.41,Nike,Preto/Vermelho,,,,0,0,M
S,48253,252-0917-001-01,"BCAA Fix 400 Tabs Darkness - IntegralMédica",suplementos,BCAA,230.9,230.9,IntegralMedica,NULL,,NULL,NULL,0,0,,48253,78271200,"BCAA Fix Darkness - 400 Tabletes - Integralmédica - Cor: Nao Se Aplica",Alimento,"Suplemento Alimentar",230.97,219.42,Integralmédica,NULL,,NULL,NULL,0,0,
S,48408,124-7695-060-01,"Bicicleta Caloi 500 Sport - Aro 26 - Cor: Verde Militar",Bike,Bicicletas,849.15,849.15,,Verde,NULL,770.519.745,7891473015614,0,0,NULL,48408,76634607,"Bicicleta Caloi 500 - Aro 26 - Cor: Verde",Equipamentos,Bike,999,949.05,Caloi,Verde,,770.519.745,7891473015614,0,0,
N,48410,124-9904-198-26,"Bicicleta Caloi 500 SW Sport - Aro 26",Bike,Bicicletas,849.15,849.15,,Roxo,NULL,7534.19904,7891473014334,0,0,NULL,40458,79436702,"Bicicleta Caloi SK Sport - Aro 26 - 2012 - Cor: Preto",Equipamentos,Bike,1099.9,1044.91,0,Chumbo+Amarelo,,,,0,0,
N,48416,124-9459-006-26,"Bicicleta Caloi T-Type - Aro 26",Bike,Bicicletas,1019.15,1019.15,Caloi,Preto/Ouro,,,,0,0,,48415,70519901,"Bicicleta Caloi MTB T-Type - Câmbio Shimano - 21 V - Aro 26 - Cor: Branco",Equipamentos,Bike,1199,1139.05,Caloi,Branco,,,,0,0,
S,48422,287-0030-172-01,"Bicicleta Kikos KR 9.9","Fitness e Musculação","Bicicletas Ergométricas",7039,7039,,Cinza/Preto,NULL,"Bike Kikos KR 9.9",7898584110030,0,0,NULL,48422,80788258,"Bicicleta Ergométrica Kikos KR 9.9 - Cor: Cinza/Preto",Equipamentos,Training,7999.9,7599.91,Kikos,Cinza/Preto,,"Bike Kikos KR 9.9",7898584110030,0,0,
S,48438,516-0047-802-01,"Bicicleta Track Bikes Marbela 18 V - Aro 26 - Cor: Violeta+Branco",Bike,Bicicletas,0,0,"Track &amp"," Bikes",ROSA/BRANCO,,,,0,0,48438,792881Q2,"Bicicleta Track & Bikes Marbela - Quadro em Aco - V-Brake - 18V - Aro 26 - Cor: ROSA/BRANCO",Equipamentos,Bike,499.9,474.91,"Track E Bikes",ROSA/BRANCO,,,,0,0,
S,48441,004-0613-206-01,"Bola Nike Dominate - Cor: Laranja+Preto",Basquete,BOLAS,0,0,Nike,LARANJA/PRETO,,,,0,0,,48441,7438505V,"Bola de Basquete Nike Dominate - Cor: Laranja/Preto",Acessorios,Basquete,49.9,47.41,Nike,LARANJA/PRETO,,,,0,0,
N,48445,032-0116-028-01,"Bola Penalty Basquete Shoot - Cor: Branco+Preto",Basquete,BOLAS,0,0,,Preto/Branco,NULL,,,0,0,NULL,82256,82362151,"Bola de Basquete Penalty Shoot - Infantil - Cor: Branco/Preto",Acessorios,Basquete,34.9,33.16,,Branco/Preto,NULL,,,0,0,NULL
S,48448,046-0340-042-07,"Bola Spalding Silver Series",Basquete,BOLAS,0,0,,LARANJA/PRETO,NULL,,,0,0,NULL,48448,7992465V,"Bola de Basquete Spalding Silver Indoor/ Outdoor - Cor: Laranja/Preto",Acessorios,Basquete,0,0,Spalding,LARANJA/PRETO,,,,0,0,
S,48449,046-0646-274-07,"Bola Spalding Team Heat",Basquete,BOLAS,0,0,,AMARELO/PRETO,NULL,73-645Z,,0,0,NULL,48449,7992702U,"Bola de Basquete Spalding Team Heat - Cor: Amarelo/Preto",Acessorios,Basquete,79.9,75.91,Spalding,AMARELO/PRETO,,73-645Z,,0,0,
S,48454,132-5205-024-01,"Bola Adidas Brazuca Flamengo Copa do Mundo da FIFA 2014™ Campo",Futebol,BOLAS,0,0,,Branco/Vermelho,NULL,,,0,0,NULL,48454,81698849,"Bola de Campo Adidas Brazuca Flamengo Copa do Mundo da FIFA 2014 - Cor: Branco/Vermelho",Acessorios,Futebol,69.9,66.41,Adidas,Branco/Vermelho,,,,0,0,
N,48458,132-3806-387-01,"Bola Adidas Brazuca Glider Copa do Mundo da FIFA 2014™ Campo - Cor: Laranja+Azul",Futebol,BOLAS,69.9,69.9,,"LARANJA/AZUL ESC",NULL,,,0,0,NULL,48455,81698542,"Bola de Campo Adidas Brazuca Fluminense Copa do Mundo da FIFA 2014 - Cor: Branco/Verde",Acessorios,Futebol,69.9,66.41,Adidas,Branco/Verde,,,,0,0,
S,48490,526-5968-030-01,"Bola de Ginástica Bioshape c/ DVD para Exercícios - 45cm","Fitness e Musculação","Bolas de Ginástica",0,0,,AMARELO,NULL,,,0,0,NULL,48490,80953808,"Bola de Ginástica Bioshape Pilates 45cm com DVD - Cor: Amarelo",Acessorios,Training,79.9,75.91,Bioshape,AMARELO,,,,0,0,
S,48498,475-3190-008-01,"Bola de Peso Harbinger - 10 libras","Fitness e Musculação","Treinamento Funcional - Cross Fit",0,0,,Azul,NULL,,1069009036464,0,0,NULL,48498,81362004,"Bola de Ginástica Harbinger com Faixa 10 LBS - Cor: Azul",Acessorios,Training,179.9,170.91,Harbinger,Azul,,,1069009036464,0,0,
S,48499,475-3160-042-01,"Bola de Peso Harbinger 6 libras","Fitness e Musculação","Treinamento Funcional - Cross Fit",0,0,,Laranja,NULL,24341,1069009054259,0,0,NULL,48499,81361711,"Bola de Ginástica Harbinger com Faixa 6 LBS - Cor: Laranja",Acessorios,Training,119.9,113.91,Harbinger,Laranja,,24341,1069009054259,0,0,
S,48500,475-3180-198-01,"Bola de Peso Harbinger - 8 libras","Fitness e Musculação","Treinamento Funcional - Cross Fit",0,0,,ROXO/PRETO,NULL,,,0,0,NULL,48500,8136199A,"Bola de Ginástica Harbinger com Faixa 8 LBS - Cor: Roxo/Preto",Acessorios,Training,149.9,142.41,Harbinger,ROXO/PRETO,,,,0,0,
S,48506,032-1135-044-01,"Bola Penalty Vôlei 7.0",Volei,BOLAS,249.9,249.9,,Branco/Azul,NULL,,,0,0,NULL,48506,80262352,"Bola de Vôlei Penalty Pro 7.0 - Cor: Branco/Azul",Acessorios,Vôlei,249.9,237.41,Penalty,Branco/Azul,,,,0,0,
N,48512,132-6165-118-01,"Mala Adidas Seleção Argentina",Futebol,malas,0,0,,"Preto/Azul Cla",NULL,,,0,0,NULL,51784,81810941,"Camisa Adidas Seleção Argentina Home s/nº 2014 - Masculina - Cor: Branco/Azul Cla",Vestuario,Futebol,129.9,123.41,Adidas,NULL,NULL,NULL,NULL,0,0,NULL
S,48548,025-0843-016-01,"Bolsa Puma Originals Portable - Cor: Vermelho+Bege",Casual,Bolsas,0,0,,VERMELHO,NULL,,,0,0,NULL,48548,82061906,"Bolsa Puma Originals Portable - Feminina - Cor: Vermelho",Acessorios,Casual,119.9,113.91,Puma,VERMELHO,,,,0,0,F
S,48585,004-0328-006-01,"Boné Nike Heritage 86 - Cor: Preto",Casual,Bonés,0,0,,Preto,NULL,,,0,0,NULL,48585,81026802,"Boné Nike Heritage 86 Washed - Adulto - Cor: Preto",Acessorios,Casual,59.9,56.91,Nike,Preto,,,,0,0,
S,48628,342-0002-030-01,"Cadeirinha Kalf Kid Bike - Traseira - Cor: Amarelo",Bike,Cadeirinhas,0,0,,Amarela,NULL,,,0,0,NULL,48628,72721708,"Cadeirinha Kalf Kid Traseira 402 - Cor: AMARELO",Acessorios,Bike,109.9,104.41,Kalf,Amarela,,,,0,0,
S,48629,342-0002-010-01,"Cadeirinha Kalf Kid Bike - Traseira - Cor: Cinza",Bike,Cadeirinhas,0,0,,"Cinza Claro",NULL,,,0,0,NULL,48629,727217BL,"Cadeirinha Kalf Kid Traseira 402 - Cor: CINZA CLARO",Acessorios,Bike,109.9,104.41,Kalf,"Cinza Claro",,,,0,0,
S,48630,342-0002-006-01,"Cadeirinha Kalf Kid Bike - Traseira - Cor: Preto",Bike,Cadeirinhas,0,0,,Chumbo+Amarelo,NULL,,,0,0,NULL,48630,72721702,"Cadeirinha Kalf Kid Traseira 402 - Cor: PRETO",Acessorios,Bike,0,0,Kalf,Chumbo+Amarelo,,,,0,0,
S,48631,342-0002-018-01,"Cadeirinha Kalf Kid Bike - Traseira - Cor: Rosa",Bike,Cadeirinhas,0,0,,"Rosa Claro",NULL,,,0,0,NULL,48631,727217NM,"Cadeirinha Kalf Kid Traseira 402 - Cor: ROSA CLARO",Acessorios,Bike,109.9,104.41,Kalf,"Rosa Claro",,,,0,0,
S,48632,342-0002-016-01,"Cadeirinha Kalf Kid Bike - Traseira - Cor: Vermelho",Bike,Cadeirinhas,0,0,,Colorido,NULL,,,0,0,NULL,48632,72721706,"Cadeirinha Kalf Kid Traseira 402 - Cor: VERMELHO",Acessorios,Bike,109.9,104.41,Kalf,Colorido,,,,0,0,
N,31428,004-0507-014,"Camiseta Nike Solid SP Futura - Cor: Branco",Casual,Camisetas,49.9,49.9,Nike,Prata+Azul,,,,0,0,,180671,81030451,"Camiseta Nike Solid Sp Futura - Masculina - Cor: Branco/Preto",Vestuario,Casual,59.9,56.91,,Branco/Preto,NULL,,,0,0,NULL
S,49870,190-8044-030-01,"Luva de Boxe Pretorian 18 oz - Cor: Amarelo+Branco","Artes Marciais",LUVAS,89.9,89.9,,AMARELO/BRANCO,NULL,16118040300015,7899170816503,0,0,NULL,49870,782317KW,"Luvas de Boxe Pretorian Training 18 Oz - Cor: AMARELO/BRANCO",Acessorios,"Artes Marciais",139.9,132.91,Pretorian,AMARELO/BRANCO,,16118040300015,7899170816503,0,0,
N,49919,132-1922-028-01,"MiniBola Adidas UEFA Champions League Top",Futebol,BOLAS,0,0,Adidas,Branco/Preto,,,,0,0,,181482,82478031,"Top Adidas Fun 3S Dupla Face - Cor: Preto/Branco",Vestuario,Training,59.9,56.91,,Preto/Branco,NULL,,,0,0,NULL
S,49929,132-6166-026-01,"Mochila Adidas Seleção Alemanha Premium",Futebol,MOCHILAS,0,0,,Preto/Branco,NULL,,,0,0,NULL,49929,81198631,"Mochila Adidas Premium Alemanha - Unissex - Cor: Preto/Branco",Acessorios,Futebol,125.9,119.61,Adidas,Preto/Branco,,,,0,0,
S,49930,132-6162-832-01,"Mochila Adidas Seleção Argentina Premium",Futebol,MOCHILAS,159.9,159.9,,"Azul claro",NULL,,,0,0,NULL,49930,81198914,"Mochila Adidas Premium Argentina - Cor: Azul Claro",Acessorios,Futebol,125.9,119.61,Adidas,"Azul claro",,,,0,0,
S,49956,149-0042-350-01,"Mochila Mizuno Nexus - Cor: Laranja+Cinza","Fitness e Musculação",MOCHILAS,99.9,99.9,,"LARANJA/CINZA ESCURO",NULL,,,0,0,NULL,49956,822622T3,"Mochila Mizuno Nexus 4129593 - Cor: Laranja/Cinza Escuro",Acessorios,Training,89.9,85.41,Mizuno,"LARANJA/CINZA ESCURO",,,,0,0,
S,49959,149-0056-042-01,"Mochila Mizuno Prophecy - Cor: Azul Piscina","Fitness e Musculação",MOCHILAS,0,0,,AZUL/AMARELO,NULL,,,0,0,NULL,49959,8099283U,"Mochila Mizuno Prophecy 4129585 - Cor: Azul/Amarelo",Acessorios,Training,159.9,151.91,Mizuno,AZUL/AMARELO,,,,0,0,
N,49962,149-0056-960-01,"Mochila Mizuno Prophecy - Cor: Azul claro","Fitness e Musculação",MOCHILAS,0,0,,"Verde Claro",NULL,,,0,0,NULL,49959,8099283U,"Mochila Mizuno Prophecy 4129585 - Cor: Azul/Amarelo",Acessorios,Training,159.9,151.91,Mizuno,AZUL/AMARELO,,,,0,0,
S,49963,149-0050-174-01,"Mochila Mizuno Prorunner - Cor: Cinza+Vermelho","Fitness e Musculação",MOCHILAS,0,0,,Cinza/Vermelho,NULL,,,0,0,NULL,49963,80991959,"Mochila Mizuno Prorunner 4129588 - Cor: Cinza/Vermelho",Acessorios,Training,119.9,113.91,Mizuno,Cinza/Vermelho,,,,0,0,
N,51565,124-0103-008-18,"Bicicleta Caloi 100 - Aro 26",Bike,Bicicletas,483.65,483.65,,Azul,NULL,7742.19572,7891473016024,0,0,NULL,48408,76634607,"Bicicleta Caloi 500 - Aro 26 - Cor: Verde",Equipamentos,Bike,999,949.05,Caloi,Verde,,770.519.745,7891473015614,0,0,
N,51569,124-0098-008-18,"Bicicleta Caloi Terra - Aro 26",Bike,Bicicletas,0,0,,Azul,NULL,7758.19118,7891473016178,0,0,NULL,48408,76634607,"Bicicleta Caloi 500 - Aro 26 - Cor: Verde",Equipamentos,Bike,999,949.05,Caloi,Verde,,770.519.745,7891473015614,0,0,
S,51615,004-5244-360-01,"Bolsa Nike Fotball Saturday Duf",Futebol,Bolsas,0,0,,"Cinza Escuro",NULL,,,0,0,NULL,51615,81745283,"Bolsa Nike NSW Saturday Duf - Unissex - Cor: Cinza Escuro",Acessorios,Futebol,349.9,332.41,Nike,"Cinza Escuro",NULL,,,0,0,NULL
S,51628,025-0875-198-01,"Bolsa Puma Dazzle Shopper - Cor: Violeta",Casual,Bolsas,0,0,,Roxo,NULL,,,0,0,NULL,51628,82072418,"Bolsa Puma Dazzle Shopper 071612 - Feminina - Cor: Roxo",Acessorios,Casual,169.9,161.41,Puma,Roxo,NULL,,,0,0,NULL
S,52517,132-5226-014-01,"Minibola Adidas Brazuca Fluminense Copa do Mundo da FIFA 2014™",Futebol,BOLAS,19.9,19.9,,Branco/Verde,NULL,,,0,0,NULL,52517,81698742,"Minibola de Campo Adidas Brazuca Fluminense Copa do Mundo da FIFA 2014 - Infantil - Cor: Branco/Verde",Acessorios,Futebol,0,0,Adidas,Branco/Verde,NULL,,,0,0,NULL
S,52523,132-6133-050-01,"Mochila Adidas Samba",Futebol,MOCHILAS,87.9,87.9,,PRETO/LARANJA,NULL,,,0,0,NULL,52523,81200450,"Mochila Adidas Samba - Unissex - Cor: Preto/Laranja",Acessorios,Futebol,0,0,Adidas,PRETO/LARANJA,NULL,,,0,0,NULL
S,52539,149-0050-042-01,"Mochila Mizuno Prorunner - Cor: Azul Turquesa","Fitness e Musculação",MOCHILAS,139.9,139.9,,Azul/Verde,NULL,,,0,0,NULL,52539,80991980,"Mochila Mizuno Prorunner 4129588 - Cor: Azul/Verde",Acessorios,Training,119.9,113.91,Mizuno,Azul/Verde,NULL,,,0,0,NULL
S,49964,149-0045-274-01,"Mochila Mizuno Ultima - Cor: Amarelo+Preto","Fitness e Musculação",MOCHILAS,89.9,89.9,,AMARELO/PRETO,NULL,,,0,0,NULL,49964,8099182U,"Mochila Mizuno Ultima 4129590 - Cor: Amarelo/Preto",Acessorios,Casual,99.9,94.91,Mizuno,AMARELO/PRETO,,,,0,0,
S,49966,149-0045-050-01,"Mochila Mizuno Ultima - Cor: Preto+Laranja","Fitness e Musculação",MOCHILAS,0,0,,PRETO/LARANJA,NULL,,,0,0,NULL,49966,80991850,"Mochila Mizuno Ultima 4129590 - Cor: Preto/Laranja",Acessorios,Casual,99.9,94.91,Mizuno,PRETO/LARANJA,,,,0,0,
S,52550,025-0845-405-01,"Mochila Puma Grade",Casual,MOCHILAS,0,0,,"Azul escuro",NULL,,,0,0,NULL,52550,82062105,"Mochila Puma Grade Back - Feminina - Cor: Azul Escuro",Acessorios,Casual,219.9,208.91,Puma,"Azul escuro",NULL,,,0,0,NULL
S,52610,141-0069-314-01,"Saco de Dormir Mormaii Fun - Cor: Cinza+Verde",Aventura,Equipamentos,0,0,,"Cinza Esc/Verde Cla",NULL,113133681,7898948035566,0,0,NULL,52610,816687WS,"Saco de Dormir Mormaii Fun - Cor: Cinza Esc/Verde Cla",Acessorios,Aventura,0,0,Mormaii,"Cinza Esc/Verde Cla",NULL,113133681,7898948035566,0,0,NULL
S,48227,252-0915-009-01,"Amino Fix Liquid 650 ml Darkness - IntegralMédica",suplementos,Aminoácidos,79.9,79.9,,"Nao Se Aplica",NULL,,,0,650,NULL,48227,78271800,"Amino Fix Liquid - 650ml - Integralmédica - Cor: NAO SE APLICA",Alimento,"Suplemento Alimentar",59.9,56.91,"Integral Medica","Nao Se Aplica",,,,0,650,
S,48411,124-7537-008-70,"Bicicleta Caloi Easy Rider - Aro 700",Bike,Bicicletas,1104.15,1104.15,,"Azul escuro",NULL,,7891473014464,0,0,NULL,48411,70774905,"Bicicleta Caloi Easy Rider 21 V - Aro 26 - Cor: AZUL ESCURO",Equipamentos,Bike,1299,1234.05,Caloi,"Azul escuro",,,7891473014464,0,0,
S,48415,124-0011-014-18,"Bicicleta Caloi T-Type - Aro 26",Bike,Bicicletas,1019.15,1019.15,0,Branco,,,,0,0,,48415,70519901,"Bicicleta Caloi MTB T-Type - Câmbio Shimano - 21 V - Aro 26 - Cor: Branco",Equipamentos,Bike,1199,1139.05,Caloi,Branco,,,,0,0,
S,48468,004-2208-226-01,"Bola Nike Mercurial Veer Campo",Futebol,BOLAS,0,0,,"Branco e Laranja",NULL,,,0,0,NULL,48468,80114938,"Bola de Futebol de Campo Nike Mercurial VEER SP13 - Cor: Branco/Laranja",Acessorios,Futebol,0,0,Nike,"Branco e Laranja",,,,0,0,
N,48484,132-1910-114-01,"Bola Adidas FreeFootball Street Campo",Futebol,BOLAS,49.9,49.9,,Branco/Verde,NULL,,,0,0,NULL,29299,81349006,"Bola de Futebol de Campo Adidas Bayern Munique - Cor: Vermelho",Acessorios,Futebol,0,0,Adidas,Colorido,,,,0,0,
S,48493,526-5743-008-01,"Bola de Ginástica Bioshape - 65cm","Fitness e Musculação","Bolas de Ginástica",59.9,59.9,Bioshape,Azul,,95743,1069000069298,0,0,,48493,80953504,"Bola de Ginástica Bioshape Suíça Pilates 65 Cm - Cor: Azul",Acessorios,Training,0,0,Bioshape,Azul,,95743,1069000069298,0,0,
