match,sku,titulo,departamento,categoria,preco,preco_oferta,meta_fabricante,cor,meta_tamanho,mpn,gtin,meta_peso,meta_volume,meta_genero
48458,132-3806-387-01,Bola Adidas Brazuca Glider Copa do Mundo da FIFA 2014™ Campo - Cor: Laranja+Azul,Futebol,BOLAS,69.9,69.9,,LARANJA/AZUL ESC,NULL,,,0,0,NULL
48490,526-5968-030-01,Bola de Ginástica Bioshape c/ DVD para Exercícios - 45cm,Fitness e Musculação,Bolas de Ginástica,0,0,,AMARELO,NULL,,,0,0,NULL
48498,475-3190-008-01,Bola de Peso Harbinger - 10 libras,Fitness e Musculação,Treinamento Funcional - Cross Fit,0,0,,Azul,NULL,,1069009036464,0,0,NULL
48499,475-3160-042-01,Bola de Peso Harbinger 6 libras,Fitness e Musculação,Treinamento Funcional - Cross Fit,0,0,,Laranja,NULL,24341,1069009054259,0,0,NULL
48500,475-3180-198-01,Bola de Peso Harbinger - 8 libras,Fitness e Musculação,Treinamento Funcional - Cross Fit,0,0,,ROXO/PRETO,NULL,,,0,0,NULL
48506,032-1135-044-01,Bola Penalty Vôlei 7.0,Volei,BOLAS,249.9,249.9,,Branco/Azul,NULL,,,0,0,NULL
48512,132-6165-118-01,Mala Adidas Seleção Argentina,Futebol,malas,0,0,,Preto/Azul Cla,NULL,,,0,0,NULL
48548,025-0843-016-01,Bolsa Puma Originals Portable - Cor: Vermelho+Bege,Casual,Bolsas,0,0,,VERMELHO,NULL,,,0,0,NULL
48585,004-0328-006-01,Boné Nike Heritage 86 - Cor: Preto,Casual,Bonés,0,0,,Preto,NULL,,,0,0,NULL
48628,342-0002-030-01,Cadeirinha Kalf Kid Bike - Traseira - Cor: Amarelo,Bike,Cadeirinhas,0,0,,Amarela,NULL,,,0,0,NULL
48629,342-0002-010-01,Cadeirinha Kalf Kid Bike - Traseira - Cor: Cinza,Bike,Cadeirinhas,0,0,,Cinza Claro,NULL,,,0,0,NULL
48630,342-0002-006-01,Cadeirinha Kalf Kid Bike - Traseira - Cor: Preto,Bike,Cadeirinhas,0,0,,Chumbo+Amarelo,NULL,,,0,0,NULL
48631,342-0002-018-01,Cadeirinha Kalf Kid Bike - Traseira - Cor: Rosa,Bike,Cadeirinhas,0,0,,Rosa Claro,NULL,,,0,0,NULL
48632,342-0002-016-01,Cadeirinha Kalf Kid Bike - Traseira - Cor: Vermelho,Bike,Cadeirinhas,0,0,,Colorido,NULL,,,0,0,NULL
31428,004-0507-014,Camiseta Nike Solid SP Futura - Cor: Branco,Casual,Camisetas,49.9,49.9,Nike,Prata+Azul,,,,0,0,
49870,190-8044-030-01,Luva de Boxe Pretorian 18 oz - Cor: Amarelo+Branco,Artes Marciais,LUVAS,89.9,89.9,,AMARELO/BRANCO,NULL,16118040300015,7899170816503,0,0,NULL
49919,132-1922-028-01,MiniBola Adidas UEFA Champions League Top,Futebol,BOLAS,0,0,Adidas,Branco/Preto,,,,0,0,
49929,132-6166-026-01,Mochila Adidas Seleção Alemanha Premium,Futebol,MOCHILAS,0,0,,Preto/Branco,NULL,,,0,0,NULL
49930,132-6162-832-01,Mochila Adidas Seleção Argentina Premium,Futebol,MOCHILAS,159.9,159.9,,Azul claro,NULL,,,0,0,NULL
49956,149-0042-350-01,Mochila Mizuno Nexus - Cor: Laranja+Cinza,Fitness e Musculação,MOCHILAS,99.9,99.9,,LARANJA/CINZA ESCURO,NULL,,,0,0,NULL
49959,149-0056-042-01,Mochila Mizuno Prophecy - Cor: Azul Piscina,Fitness e Musculação,MOCHILAS,0,0,,AZUL/AMARELO,NULL,,,0,0,NULL
49962,149-0056-960-01,Mochila Mizuno Prophecy - Cor: Azul claro,Fitness e Musculação,MOCHILAS,0,0,,Verde Claro,NULL,,,0,0,NULL
49963,149-0050-174-01,Mochila Mizuno Prorunner - Cor: Cinza+Vermelho,Fitness e Musculação,MOCHILAS,0,0,,Cinza/Vermelho,NULL,,,0,0,NULL
51565,124-0103-008-18,Bicicleta Caloi 100 - Aro 26,Bike,Bicicletas,483.65,483.65,,Azul,NULL,7742.19572,7891473016024,0,0,NULL
51569,124-0098-008-18,Bicicleta Caloi Terra - Aro 26,Bike,Bicicletas,0,0,,Azul,NULL,7758.19118,7891473016178,0,0,NULL
51615,004-5244-360-01,Bolsa Nike Fotball Saturday Duf,Futebol,Bolsas,0,0,,Cinza Escuro,NULL,,,0,0,NULL
51628,025-0875-198-01,Bolsa Puma Dazzle Shopper - Cor: Violeta,Casual,Bolsas,0,0,,Roxo,NULL,,,0,0,NULL
52517,132-5226-014-01,Minibola Adidas Brazuca Fluminense Copa do Mundo da FIFA 2014™,Futebol,BOLAS,19.9,19.9,,Branco/Verde,NULL,,,0,0,NULL
52523,132-6133-050-01,Mochila Adidas Samba,Futebol,MOCHILAS,87.9,87.9,,PRETO/LARANJA,NULL,,,0,0,NULL
52539,149-0050-042-01,Mochila Mizuno Prorunner - Cor: Azul Turquesa,Fitness e Musculação,MOCHILAS,139.9,139.9,,Azul/Verde,NULL,,,0,0,NULL
49964,149-0045-274-01,Mochila Mizuno Ultima - Cor: Amarelo+Preto,Fitness e Musculação,MOCHILAS,89.9,89.9,,AMARELO/PRETO,NULL,,,0,0,NULL
49966,149-0045-050-01,Mochila Mizuno Ultima - Cor: Preto+Laranja,Fitness e Musculação,MOCHILAS,0,0,,PRETO/LARANJA,NULL,,,0,0,NULL
52550,025-0845-405-01,Mochila Puma Grade,Casual,MOCHILAS,0,0,,Azul escuro,NULL,,,0,0,NULL
52610,141-0069-314-01,Saco de Dormir Mormaii Fun - Cor: Cinza+Verde,Aventura,Equipamentos,0,0,,Cinza Esc/Verde Cla,NULL,113133681,7898948035566,0,0,NULL
48227,252-0915-009-01,Amino Fix Liquid 650 ml Darkness - IntegralMédica,suplementos,Aminoácidos,79.9,79.9,,Nao Se Aplica,NULL,,,0,650,NULL
48411,124-7537-008-70,Bicicleta Caloi Easy Rider - Aro 700,Bike,Bicicletas,1104.15,1104.15,,Azul escuro,NULL,,7891473014464,0,0,NULL
48415,124-0011-014-18,Bicicleta Caloi T-Type - Aro 26,Bike,Bicicletas,1019.15,1019.15,0,Branco,,,,0,0,
48468,004-2208-226-01,Bola Nike Mercurial Veer Campo,Futebol,BOLAS,0,0,,Branco e Laranja,NULL,,,0,0,NULL
48484,132-1910-114-01,Bola Adidas FreeFootball Street Campo,Futebol,BOLAS,49.9,49.9,,Branco/Verde,NULL,,,0,0,NULL
48493,526-5743-008-01,Bola de Ginástica Bioshape - 65cm,Fitness e Musculação,Bolas de Ginástica,59.9,59.9,Bioshape,Azul,,95743,1069000069298,0,0,
48517,132-5707-793-01,Mala Adidas Team Performance G,Fitness e Musculação,malas,0,0,,Preto/Cinza Esc,NULL,,,0,0,NULL
49446,032-6118-260-01,Caneleira Penalty Max Pro,Futebol,Caneleiras,0,0,,Verde/Preto,NULL,,,0,0,NULL
49957,149-0054-042-01,Mochila Mizuno Nirvana 2 - Cor: Azul claro,Fitness e Musculação,MOCHILAS,0,0,,Azul,NULL,,,0,0,NULL
49958,149-0054-198-01,Mochila Mizuno Nirvana 2 - Cor: Roxo,Fitness e Musculação,MOCHILAS,129.9,129.9,,Roxo,NULL,,,0,0,NULL
49994,168-6683-001-01,Genetic Nitro Pack 44 Packs - Probiótica,suplementos,Packs,99.9,99.9,Probiótica,NULL,,NULL,NULL,0,0,
53120,214-9029-006,Vestido Santos Frill - Cor: Preto,Futebol,Vestidos,34.9,34.9,,Preto,NULL,,,0,0,NULL
51586,132-1917-028-01,Minibola Adidas UEFA Champions League Final 13 Real Madrid,Futebol,BOLAS,0,0,,Branco/Cinza Esc,NULL,,,0,0,NULL
51620,025-0878-314-01,Bolsa Puma Avenue Shopper - Cor: Cinza+Verde,Casual,Bolsas,0,0,,CINZA/VERDE,NULL,,,0,0,NULL
52256,032-6117-038-01,Caneleira Penalty S11 Pro,Futebol,Caneleiras,0,0,,Preto,NULL,,,0,0,NULL
53453,012-0010-014-01,SmartShake V2 Lyoto Machida 800 ml - Cor: Branco,suplementos,Acessórios,79.9,79.9,,Branco,NULL,SMARTV2-LYOTOWHI,78908659,0,800,NULL
52446,526-0003-006-01,Fita de Suspensão - Bioshape,Fitness e Musculação,Treinamento Funcional - Cross Fit,259.9,259.9,,Preto,NULL,APD-PSZ-000-02,831345004541,0,0,NULL
52522,132-6163-118-01,Mochila Adidas Seleção Argentina,Futebol,MOCHILAS,0,0,,Preto/Azul Cla,NULL,,,0,0,NULL
49928,132-6159-871-01,Mochila Adidas Predator,Futebol,MOCHILAS,129.9,129.9,,Preto/Azul,NULL,,,0,0,NULL
52538,149-0042-054-01,Mochila Mizuno Nexus,Fitness e Musculação,MOCHILAS,79.9,79.9,,VERDE/AZUL,NULL,,,0,0,NULL
53466,004-3676-002-01,Mochila Nike Lebron Ambassador,Basquete,MOCHILAS,0,0,,Preto/Vermelho,NULL,,,0,0,NULL
52597,429-1831-006-01,Raquete de Tennis Speed 25 Infantil,Infantil,Raquetes de Tennis,195,195,Head,PRETO/VERDE,,,,0,0,
59991,163-6130-040,Bermuda Mizuno Básica Rip Stop - Cor: Chumbo,Fitness e Musculação,Bermudas,0,0,Mizuno,Cinza Escuro,,,,0,0,
59995,163-4203-266,Short Mizuno Run Prime c/ Bermuda de Compressão - Cor: Grafite,Running,Shorts,0,0,Mizuno,Cinza Escuro,,,,0,0,
60010,124-4103-016-01,Bicicleta Caloi Urbe - Aro 20 - Cor: Vermelho,Bike,Bicicletas,1366.9,1366.9,0,Colorido,,410.3992,7891401015310,0,0,
60024,004-2279-050-01,Bolsa Nike Varsity Duffel - Cor: Preto+Rosa,Fitness e Musculação,Bolsas,99.9,99.9,Nike,Chumbo+Amarelo,,,,0,0,
60092,073-8462-950,Camisa Adidas Inspired - Cor: Marinho+Vinho,Futebol,Uniformes,79.9,79.9,Adidas,VINHO/AZUL,,,,0,0,
60310,032-0278-050-01,Mochila Penalty Victoria 11 - Cor: Preto+Branco,Futebol,MOCHILAS,0,0,Penalty,Preto/Branco,,,,0,0,
60356,001-8090-172,Sandália Timberland River Dog - Cor: Preto+Cinza,Aventura,Sandálias,199.9,199.9,Timberland,Chumbo+Amarelo,,,,0,0,
60357,001-8090-068,Sandália Timberland River Dog - Cor: Vermelho+Preto,Aventura,Sandálias,149.9,149.9,Timberland,Preto/Vermelho,,,,0,0,
30779,025-1458-026,Tênis Puma Wheel Vulc - Cor: Preto+Branco,Casual,Tênis,0,0,Puma,Verde Esc/Branco,,,,0,0,
60676,531-0004-944-01,Óculos Arena Strike,Natação,Óculos,0,0,Arena,Azul,,,,0,0,
60786,535-5191-044-01,Barraca Nautika Explorer 4 Pessoas,Aventura,Barracas,0,0,Nautika,Cinza Cla/Azul Esc,,Explorer 4.,7896558434953,0,0,
60833,149-0162-006,Bermuda Mizuno Caster - Cor: Preto,Fitness e Musculação,Bermudas,0,0,Mizuno,Chumbo+Amarelo,,,,0,0,
60878,124-7695-138-01,Bicicleta Caloi 500 Sport - Aro 26 - Cor: Marrom,Bike,Bicicletas,849.15,849.15,0,Marrom,,769.519.005,7891473015607,0,0,
60881,124-0025-871,Bicicleta Caloi Supra 10 DISC - Aro 26 - Cor: Preto+Azul claro,Bike,Bicicletas,0,0,Caloi,Chumbo+Amarelo,,7689.19459,7891473015522,0,0,
60883,124-0144-014-01,Bicicleta Caloi Urbe - Aro 20,Bike,Bicicletas,0,0,,Branco,NULL,,,0,0,NULL
60926,132-3805-044-01,Bola Adidas Brazuca Glider Top Copa do Mundo da FIFA 2014™ Campo,Futebol,BOLAS,0,0,Adidas,Verde Claro/Preto,NULL,,,0,0,NULL
60971,526-5969-016-01,Bola de Ginástica Bioshape c/ DVD para Exercícios - 55 cm,Fitness e Musculação,Bolas de Ginástica,79.9,79.9,,VERMELHO,NULL,,,0,0,NULL
60975,032-0215-044-01,Bola Penalty Hand H3L C/C,Handebol,BOLAS,99.9,99.9,,AMARELO/AZUL,NULL,520127,7891523614101,0,0,NULL
61005,536-7021-016-01,Nécessaire Deuter 2 - Cor: Vermelho,Aventura,MOCHILAS,0,0,Deuter,VERMELHO,,,,0,0,
61025,004-2279-108-01,Bolsa Nike Varsity Duffel - Cor: Azul+Preto,Fitness e Musculação,Bolsas,0,0,Nike,Azul Claro/Preto,,,,0,0,
61037,025-0876-198-01,Bolsa Puma Dazzle - Cor: Violeta,Casual,Bolsas,0,0,,Roxo,NULL,,,0,0,NULL
61042,025-0836-026-01,Bolsa Puma Hazard - Cor: Preto,Casual,Bolsas,0,0,Puma,Roxo,NULL,,,0,0,NULL
61183,123-7981-006,Calça Corsário Nike Filament - Cor: Preto,Running,Calças,99.9,99.9,Nike,Chumbo+Amarelo,,,,0,0,
61193,149-0178-012,Calça Legging Mizuno Aquila - Cor: Marinho,Fitness e Musculação,Calças,99.9,99.9,Mizuno,Azul escuro,,,,0,0,
61195,149-0178-022,Calça Legging Mizuno Aquila - Cor: Lilás,Fitness e Musculação,Calças,99.9,99.9,Mizuno,Roxo,,,,0,0,
61304,073-7452-006,Camiseta Adidas 3S Lightweight - Cor: Preto,Fitness e Musculação,Camisetas,0,0,Adidas,Preto/Branco,,,,0,0,
61336,132-2113-036,Camisa Adidas Squadra 13 Infantil - Cor: Marinho+Branco,Futebol,Uniformes,0,0,Adidas,Azul Esc/Branco,,,,0,0,
61337,073-3405-056,Camisa Adidas Squadra 13 - Cor: Vermelho+Branco,Futebol,Uniformes,0,0,Adidas,Vermelho/Branco,,,,0,0,
61475,123-2448-014,Camiseta Nike Manchester United Authentic - Cor: Branco,Futebol,Camisetas,0,0,Nike,Prata+Azul,,,,0,0,
61476,123-2448-006,Camiseta Nike Manchester United Authentic - Cor: Preto,Futebol,Camisetas,0,0,Nike,Chumbo+Amarelo,,,,0,0,
61996,433-1212-016-01,Luva de Boxe Naja 12 Oz,Artes Marciais,LUVAS,0,0,,VERMELHO,,,,0,0,
61998,190-0073-016-01,Luva de Boxe Pretorian 16 oz - Cor: Vermelho,Artes Marciais,LUVAS,99.9,99.9,Pretorian,VERMELHO/PRETO,,16118040300009,7899170816398,0,0,
61999,167-0140-006-01,Luva de Boxe Punch em Couro Sintético 14 oz - Cor: Preto,Artes Marciais,LUVAS,0,0,Punch,Chumbo+Amarelo,,,,0,0,
62036,168-2578-009-01,Mega Maltodextrim 1 kg - Probiótica - Sabor: Laranja.,Suplementos,Carboidratos,21.9,21.9,Probiotica,Nao Se Aplica,,,,1,0,
62041,004-1301-088-01,Minibola Nike Manchester City Skills,Futebol,BOLAS,0,0,,Azul Cla/Branco,,,,0,0,
62055,250-1017-006-01,Mochila Curtlo Byte 25 l - Cor: Preto+Chumbo,Aventura,MOCHILAS,0,0,,Chumbo+Amarelo,NULL,,,0,0,NULL
62130,287-5181-242-01,Estação de Musculação Kikos 518CI,Fitness e Musculação,Estações,4239,4239,Kikos,Cinza/Preto,,,,0,0,
62155,163-4133-016-01,Pochete Mizuno Enigma - Cor: Rosa,Running,Acessórios,59.99,59.99,Mizuno,Rosa,,,,0,0,
62285,167-0102-006-01,Saco de Pancadas Punch 90 cm,Artes Marciais,Equipamentos de Treino,164.9,164.9,Punch,Chumbo+Amarelo,,,,0,0,
62352,004-3491-028-01,Garrafa Nike Sport Elite Water - 700 ml - Cor: Branco+Preto,Running,Garrafas,0,0,,Branco/Preto,,,,0,700,
62803,004-0033-252,Tênis Nike Flex 2013 RN Infantil - Cor: Cinza+Rosa,Infantil,Tênis,0,0,Nike,Cinza Esc/Rosa,,,,0,0,
62894,654-3173-012,Tênis Oakley Roadtrip - Cor: Marinho,SKATE,Tênis,319.9,319.9,Oakley,Azul escuro,,,,0,0,
81863,132-4307-140,Agasalho Adidas Fluminense Viagem - Cor: Verde+laranja,Futebol,Agasalhos,399.9,399.9,,VERDE ESCURO,NULL,,,0,0,NULL
81872,527-0009-006-01,Balança Digital Ultra Slim Wiso W910,Saúde e Bem Estar,Balanças,0,0,,Transparente,NULL,,,0,0,NULL
81908,132-3205-010,Bermuda Adidas Clima Train - Cor: Cinza,Fitness e Musculação,Bermudas,79.9,79.9,,CINZA,NULL,,,0,0,NULL
81910,132-3281-240,Bermuda Adidas Clima Young - Cor: Cinza+Azul,Fitness e Musculação,Bermudas,79.9,79.9,,CINZA/AZUL,NULL,,,0,0,NULL
81911,132-3281-096,Bermuda Adidas Clima Young - Cor: Vermelho+Azul,Fitness e Musculação,Bermudas,79.9,79.9,,VERMELHO/AZUL,NULL,,,0,0,NULL
81917,132-4771-012,Calção Adidas Palmeiras Viagem 2014 - Cor: Marinho,Futebol,Calções,99.9,99.9,,Azul escuro,NULL,,,0,0,NULL
81928,132-3883-026,Short Adidas Response Dual - Cor: Preto+Branco,Running,Shorts,129.9,129.9,,Preto/Branco,NULL,,,0,0,NULL
81929,132-5753-012,Bermuda Adidas Response - Cor: Marinho,Tennis e Squash,Bermudas,0,0,,Azul,NULL,,,0,0,NULL
81930,132-5753-006,Bermuda Adidas Response - Cor: Preto,Tennis e Squash,Bermudas,99.9,99.9,,Preto/Branco,NULL,,,0,0,NULL
81931,132-5768-028,Bermuda Adidas Sequentials - Cor: Branco+Preto,Tennis e Squash,Bermudas,79.9,79.9,,Branco,NULL,,,0,0,NULL
81932,132-5768-026,Bermuda Adidas Sequentials - Cor: Preto+Branco,Tennis e Squash,Bermudas,0,0,,Preto,NULL,,,0,0,NULL
81935,132-0852-006,Short Adidas Supernova 7 - Cor: Preto,Running,Shorts,99.9,99.9,,Preto,NULL,,,0,0,NULL
81947,132-3201-014,Bermuda de Compressão Adidas TF Base 9 - Cor: Branco,Fitness e Musculação,Bermudas,0,0,,Branco,NULL,,,0,0,NULL
81952,132-3201-006,Bermuda de Compressão Adidas TF Base 9 - Cor: Preto,Fitness e Musculação,Bermudas,0,0,,Preto,NULL,,,0,0,NULL
81953,132-3201-118,Bermuda de Compressão Adidas TF Base 9 - Cor: Preto+Azul,Fitness e Musculação,Bermudas,0,0,,Preto/Azul,NULL,,,0,0,NULL
81961,132-3284-118,Bermuda de Compressão Adidas TF Power - Cor: Preto+Azul,Fitness e Musculação,Bermudas,159.9,159.9,,Preto/Azul,NULL,,,0,0,NULL
82044,583-0160-006,Bermuda UFC Bolhas - Cor: Preto,Artes Marciais,Bermudas,0,0,,Preto/Azul,NULL,,,0,0,NULL
82051,583-0157-006,Bermuda UFC Never Stop - Cor: Preto,Artes Marciais,Bermudas,0,0,,Preto,NULL,,,0,0,NULL
82058,583-0159-006,Bermuda UFC Punho - Cor: Preto,Artes Marciais,Bermudas,0,0,,Preto,NULL,,,0,0,NULL
82065,B78-0016-266,Short Under Armour Escape 7 pol. - Cor: Grafite,Running,Shorts,99.9,99.9,,CINZA,NULL,,,0,0,NULL
82070,B78-0016-006,Short Under Armour Escape 7 pol. - Cor: Preto,Running,Shorts,99.9,99.9,,Preto,NULL,,,0,0,NULL
82127,A03-0044-432,Bermuda Volcom Annihilator Blakey - Cor: Azul Claro+Marinho,SURF,Bermudas,0,0,,Azul/Verde,NULL,,,0,0,NULL
82145,A03-0048-937,Bermuda Volcom Volpunk - Cor: Preto+Pink,SURF,Bermudas,0,0,,Preto/Rosa,NULL,,,0,0,NULL
82264,046-0645-260-07,Bola Spalding Team Celtics,Basquete,BOLAS,0,0,Spalding,Verde/Preto,,73-645Z,29321736542,0,0,
82268,046-0010-483-01,Mini Bola Spalding Lakers,Basquete,BOLAS,39.9,39.9,,ROXO/PRETO,NULL,73-654Z,,0,0,NULL
82276,040-0154-270-01,Bola de Futebol Americano Wilson Team Logo Jr. Ind,Futebol Americano,BOLAS,0,0,,AZUL ESC/CINZA,NULL,,,0,0,NULL
82280,040-0155-401-01,Bola de Futebol Americano Wilson Team Logo Jr. No,Futebol Americano,BOLAS,0,0,,AMARELO/CINZA,NULL,,,0,0,NULL
82282,040-1532-054-01,Bola de Futebol Americano Wilson Nfl Team Logo Jr. Jets,Futebol Americano,BOLAS,0,0,,Verde/Cinza,NULL,,,0,0,NULL
82286,138-5547-789-01,Bola Topper Futebol de Areia,Futebol,BOLAS,79.9,79.9,Topper,AZUL/VERMELHO,,4125547,7890557144547,0,0,
82338,032-1217-044-01,Bola Penalty Pro Termotec Futebol de Areia,Futebol,BOLAS,0,0,Penalty,AMARELO/BRANCO,,,,0,0,
82376,138-0346-114-01,Bola Topper Rugby Try Pro,Rugby,BOLAS,0,0,,Branco,NULL,,,0,0,NULL
82392,132-5439-376-01,Bolsa Adidas Ac Mini,Casual,Bolsas,99.9,99.9,,Azul/Branco,NULL,,,0,0,NULL
82402,132-3503-028-01,Mala Adidas Cool Training - Cor: Branco+Preto,Fitness e Musculação,malas,0,0,,Branco/Preto,NULL,,,0,0,NULL
82404,132-3503-002-01,Mala Adidas Cool Training - Cor: Preto+Vermelho,Fitness e Musculação,malas,0,0,,Preto/Rosa,NULL,,,0,0,NULL
82410,132-5409-008-01,Bolsa Adidas Denim Holdall,Casual,Bolsas,0,0,,Azul escuro,NULL,,,0,0,NULL
82418,132-3439-300-01,Mala Adidas Essentials Linear,Fitness e Musculação,malas,0,0,,Cinza Esc/Laranja,NULL,,,0,0,NULL
82439,132-3379-042-01,Bolsa Adidas Tote Perf ESS - Cor: Laranja Escuro,Fitness e Musculação,Bolsas,0,0,,Laranja,NULL,,,0,0,NULL
82445,132-3353-028-01,Bolsa Adidas Organizer Seas,Fitness e Musculação,Bolsas,0,0,,Cinza Claro,NULL,,,0,0,NULL
82447,132-3356-028-01,Bolsa Adidas Shoulder Seas - Cor: Prata+Preto,Fitness e Musculação,Bolsas,0,0,,Cinza Claro,NULL,,,0,0,NULL
82451,132-3362-108-01,Bolsa Adidas Should Cool Training,Fitness e Musculação,Bolsas,0,0,,Azul Claro/Preto,NULL,,,0,0,NULL
82461,132-3367-244-01,Bolsa Adidas Shoulder Cool Training - Cor: Preto+Verde Limão,Fitness e Musculação,Bolsas,0,0,,Preto/Verde Cla,NULL,,,0,0,NULL
82479,132-6635-136-01,Mala Adidas Tiro 13 - Cor: Marinho+Azul,Futebol,malas,119.9,119.9,Adidas,Azul Esc/Azul,,,,0,0,
82484,132-6639-368-01,Mala Adidas Tiro 13 - Cor: Preto+Vermelho,Futebol,Malas,99.9,99.9,Adidas,Preto/Vermelho,,,,0,0,
82486,132-3375-028-01,Bolsa Adidas Tote Cool Training - Cor: Branco+Preto,Fitness e Musculação,Bolsas,0,0,,Branco/Preto,NULL,,,0,0,NULL
82488,132-3375-002-01,Bolsa Adidas Tote Cool Training - Cor: Chumbo+Pink,Fitness e Musculação,Bolsas,0,0,,Preto/Rosa,NULL,,,0,0,NULL
82490,132-3451-026-01,Mala Adidas Perf ESS - Cor: Preto+Branco,Fitness e Musculação,malas,0,0,,Laranja,NULL,,,0,0,NULL
82492,132-3381-242-01,Bolsa Adidas Tote Studio Culture,Fitness e Musculação,Bolsas,0,0,,Cinza Escuro,NULL,,,0,0,NULL
82509,B78-0128-304-04,Mala Under Armour Hustle,Fitness e Musculação,malas,0,0,,Preto/Cinza,NULL,,,0,0,NULL
82511,B78-0127-491-03,Mala Under Armour Hustle,Fitness e Musculação,malas,229.9,229.9,,Azul/Cinza,NULL,,,0,0,NULL
82513,B78-0126-180-02,Mala Under Armour Hustle,Fitness e Musculação,malas,199.9,199.9,,Cinza/Preto,NULL,,,0,0,NULL
82521,132-5886-266-01,Boné Adidas Boston Celtics,Basquete,Bonés,69.9,69.9,,CINZA,NULL,,,0,0,NULL
82523,132-5885-172-01,Boné Adidas Chicago Bulls,Basquete,Bonés,69.9,69.9,,Preto/Cinza,NULL,,,0,0,NULL
82533,132-5887-944-01,Boné Adidas Los Angeles Lakers,Basquete,Bonés,0,0,,CINZA/AMARELO,NULL,,,0,0,NULL
82537,132-5888-180-01,Boné Adidas Miami Heat,Basquete,Bonés,69.9,69.9,,Cinza Escuro/Preto,NULL,,,0,0,NULL
82567,001-0123-401,Bota Timberland Approach - Cor: Marrom+Preto,Aventura,Botas,269.9,269.9,,Marrom/Preto,NULL,,,0,0,NULL
82576,001-0124-006,Bota Timberland Cadrad LS - Cor: Preto,Aventura,Botas,229.9,229.9,,Preto,NULL,,,0,0,NULL
82582,001-4128-138,Bota Timberland Trail Valley - Cor: Marrom,Aventura,Botas,0,0,,Marrom,NULL,,,0,0,NULL
82604,132-4739-044,Calção Adidas Seleção Argentina 2014 Infantil - Cor: Branco+Azul,Infantil,Calções,0,0,,Branco/Azul Cla,NULL,,,0,0,NULL
82632,132-6075-036,Calção Adidas Condivo 14 - Cor: Marinho+Branco,Futebol,Uniformes,69.9,69.9,,Azul Esc/Branco,NULL,,,0,0,NULL
82645,132-6083-074,Calção Adidas Entrada 14 - Cor: Amarelo+Azul,Futebol,Uniformes,39.9,39.9,,AMARELO/AZUL,NULL,,,0,0,NULL
82650,132-6083-274,Calção Adidas Entrada 14 - Cor: Amarelo+Preto,Futebol,Uniformes,39.9,39.9,,AMARELO/PRETO,NULL,,,0,0,NULL
82655,132-6083-036,Calção Adidas Entrada 14 - Cor: Marinho+Branco,Futebol,Uniformes,49.9,49.9,,Azul Esc/Branco,NULL,,,0,0,NULL
82660,132-6083-024,Calção Adidas Entrada 14 - Cor: Branco+Vermelho,Futebol,Uniformes,49.9,49.9,,Branco,NULL,,,0,0,NULL
82665,132-6083-026,Calção Adidas Entrada 14 - Cor: Preto+Branco,Futebol,Uniformes,49.9,49.9,,Preto/Branco,NULL,,,0,0,NULL
82681,132-0685-150,Calção Adidas Flamengo Goleiro II 2013 - Cor: Cinza+Laranja,Futebol,Calções,0,0,,CINZA ESC/LARANJ ESC,NULL,,,0,0,NULL
82684,132-3651-024,Calção Adidas Flamengo III 2013 - Cor: Branco+Vermelho,Futebol,Calções,0,0,,Preto/Vermelho,NULL,,,0,0,NULL
82689,132-6068-451,Calção Adidas Freefootball - Cor: Preto+Verde Limão,Futebol,Uniformes,69.9,69.9,,Preto,NULL,,,0,0,NULL
82694,132-4749-024,Calção Adidas Seleção México 2014 - Cor: Branco+Vermelho,Futebol,Calções,69.9,69.9,,Branco/Vermelho,NULL,,,0,0,NULL
82699,132-6081-058,Calção Adidas Regista 14 - Cor: Azul+Branco,Futebol,Uniformes,59.9,59.9,,Azul/Branco,NULL,,,0,0,NULL
82707,132-6081-026,Calção Adidas Regista 14 - Cor: Preto+Branco,Futebol,Uniformes,59.9,59.9,,Preto/Branco,NULL,,,0,0,NULL
82709,132-5896-016,Bermuda Adidas Rose 2 - Cor: Vermelho,Basquete,Bermudas,0,0,,VERMELHO,NULL,,,0,0,NULL
82757,132-6058-044,Calção Adidas Messi F50 AZ - Cor: Branco+Azul,Futebol,Uniformes,79.9,79.9,,Branco,NULL,,,0,0,NULL
82800,B78-0097-006,Calça Capri Under Armour Armourvent - Cor: Preto,Fitness e Musculação,Calças,199.9,199.9,,Preto,NULL,,,0,0,NULL
82805,132-4219-026,Calça Corsário Adidas CCT - Cor: Preto+Branco,Fitness e Musculação,Calças,0,0,,Preto/Branco,NULL,,,0,0,NULL
82825,132-1470-266,Calça Corsário Adidas Power ST - Cor: Grafite,Fitness e Musculação,Calças,0,0,,Cinza Escuro,NULL,,,0,0,NULL
82850,B78-0103-040,Calça de Compressão Under Armour Authentic - Cor: Chumbo,Fitness e Musculação,Calças,199.9,199.9,,Cinza Escuro,NULL,,,0,0,NULL
82855,B78-0088-026,Calça Under Armour CC Storm Transit - Cor: Preto+Branco,Fitness e Musculação,Calças,0,0,,Preto,NULL,,,0,0,NULL
82893,B78-0083-128,Calça Under Armour Pulse - Cor: Cinza+Preto,Fitness e Musculação,Calças,199.9,199.9,,Cinza/Preto,NULL,,,0,0,NULL
82898,B78-0082-006,Calça Under Armour Reflex - Cor: Preto,Fitness e Musculação,Calças,149.9,149.9,,Preto,NULL,,,0,0,NULL
